x,y,tree_type
0.5929629052588216,0.10221266422519959,Neem
0.7072386343133986,0.15253904291426135,Neem
0.8374907890024921,0.33214641265493894,Teak
0.5188380571260721,0.5912754357449292,Mahogany
0.603721531730139,0.11426730005568775,Neem
0.34634599436596125,0.3469532018962277,Sandalwood
0.2775871726294181,0.22009721408109706,Teak
0.6635373720167106,0.17803596686975143,Neem
0.45898898801701304,0.5573053688900479,Mahogany
0.5021950103312426,0.5953850173200438,Mahogany
0.3973181154575979,0.4267889053367494,Neem
0.349386999049333,0.46823182844137934,Teak
0.5648411332626164,0.06570863942835237,Teak
0.7140591997898282,0.5276477301447858,Teak
0.44076274693822814,0.400763060875326,Sandalwood
0.7653562810662407,0.10298147933131552,Neem
0.37330931627975295,0.27074467314355377,Teak
0.8669937600115235,0.4079844953648447,Mahogany
0.22197216193294944,0.2310747965880714,Sal
0.5055078791060338,0.5950489797004206,Mahogany
0.7999160853731894,0.1785446620543336,Mahogany
0.5567215847833661,0.7208130963105066,Sal
0.3971835296184548,0.6680851365706462,Mahogany
0.406392308273522,0.3239900611067996,Teak
0.8174435617384409,0.34181735169787597,Teak
0.8251073314226598,0.3630592121950905,Sal
0.26806364082287626,0.624148907849134,Teak
0.7738345232013403,0.36275789466594544,Mahogany
0.7636057941597608,0.14011317576645255,Teak
0.4710654526938144,0.18210713882158325,Sal
0.5416342146608669,0.6334782198261473,Sal
0.4217039345532818,0.1322762111253304,Mahogany
0.1716792858483035,0.27230732651936895,Sal
0.8225838759116739,0.5296616786550811,Teak
0.5765164755142536,0.274055220687206,Teak
0.40524808802768875,0.4974648939798906,Mahogany
0.8738900775625152,0.5974131021703083,Neem
0.6330980633574476,0.4942738501382714,Teak
0.38313852824949746,0.5189177052828375,Sandalwood
0.24534910968132095,0.38929561404197655,Neem
0.7215328611219056,0.6104046670079576,Teak
0.47605040219909966,0.6636711653626481,Teak
0.2699112223921949,0.5398427789081934,Sal
0.5950779307002548,0.05142581348425035,Teak
0.6233325509049907,0.4742373087003696,Mahogany
0.49549131620619846,0.688402396427736,Teak
0.7900135587918561,0.6905602324456406,Mahogany
0.8065611478614497,0.6587833667107174,Teak
0.6931752114569247,0.05159580665871,Teak
0.8445493985350704,0.31910047324325563,Teak
0.6445466506258222,0.6501673504432282,Neem
0.3187525029320699,0.6258913764370091,Neem
0.41750608402789213,0.4619428505755876,Sandalwood
0.40193091360924216,0.47987562030390885,Mahogany
0.7682734138645182,0.41776678216733376,Sal
0.7155533152342419,0.5891085344708948,Neem
0.42777313373586234,0.3843266471596817,Sandalwood
0.786345014415552,0.08941100231225951,Teak
0.8378257352832454,0.230569195805019,Sal
0.5126885110165086,0.2306698117177587,Sandalwood
0.8007696871298751,0.6297779229961531,Sal
0.6960206180537922,0.15389590633985506,Neem
0.4633807482156199,0.6229373829351187,Mahogany
0.5369744228934136,0.5929399348417032,Teak
0.8601268164179238,0.4574320977737073,Neem
0.6552419806390217,0.5508573706091393,Sal
0.28139096057752677,0.2526490939608851,Sandalwood
0.4958757350787708,0.08104621590764793,Neem
0.8829062691374613,0.5160790204436166,Sal
0.8246809659251492,0.34780920790219305,Teak
0.7339099189537017,0.5212603121804149,Neem
0.6801407717603004,0.6186113782151843,Teak
0.8199469174081001,0.22862516152492351,Sal
0.8321341779577419,0.5074677337608362,Sal
0.32643357650329297,0.5598443123088295,Neem
0.2598035810641598,0.6340057030996114,Neem
0.3921512114451966,0.1794973234238334,Sandalwood
0.6878857223008134,0.0678370591051719,Sal
0.7085720046026294,0.4735738884350885,Teak
0.6209155177674771,0.04574203381251285,Teak
0.44595830701032146,0.6475736434019076,Neem
0.6832953766065052,0.44590270637674834,Teak
0.7728227800168045,0.23005368303143392,Sal
0.6385259476640855,0.3975943979627943,Sandalwood
0.651666825375885,0.36852634372376114,Neem
0.4715324601025127,0.5432328057899581,Sal
0.7967978278640275,0.2941679733434779,Neem
0.7965372909761763,0.4815223515125501,Teak
0.598327265122427,0.6073064482626712,Neem
0.4303058948994627,0.20052472670033672,Sandalwood
0.7975591006371882,0.31036195892357377,Mahogany
0.6804566263593252,0.3955450838799687,Sal
0.6000205481193037,0.29166257870930323,Teak
0.7491616391012831,0.14592207403514545,Neem
0.49888815345135606,0.6181557343181191,Neem
0.35780135092827137,0.32209470221933534,Teak
0.5675408482615582,0.6894649691372657,Teak
0.5947766373769361,0.616604581862474,Sal
0.5412963353010705,0.7090605194509164,Neem
0.7834227259416147,0.612257985881158,Sal
0.45231828451830014,0.643577695196525,Mahogany
0.7248265598740583,0.5932786483101787,Neem
0.33689579177110685,0.18211791568869928,Sal
0.6532630192373301,0.3323146253551089,Teak
0.49327684678379957,0.0815264895524267,Sal
0.6802282424312913,0.07219840897917584,Sal
0.6287648182059451,0.7353502986657526,Teak
0.8670314961224486,0.5786754085723934,Neem
0.6061887135611715,0.5977235652558643,Neem
0.4217209268734554,0.2768277972350516,Sal
0.283854528608645,0.35915102966623147,Sandalwood
0.6229665835634828,0.6315602200925206,Sal
0.4053101830857434,0.6018553836620085,Sal
0.4922778564480348,0.24723107440317704,Neem
0.5929183998317819,0.5794148993435008,Neem
0.5929508514349274,0.16352387258502277,Sal
0.3121480566964471,0.3990459461371111,Sandalwood
0.6567366645412922,0.3251900642246949,Mahogany
0.5987139801001076,0.396659776343562,Neem
0.4420243737828575,0.33088936298917193,Sal
0.6693904014593614,0.1457565682447517,Mahogany
0.2487142725876299,0.61714498660403,Mahogany
0.25252778207541926,0.35925074791624556,Neem
0.7364020150656405,0.6638045276218051,Mahogany
0.7817903298450294,0.7053855941122036,Neem
0.3161561049767505,0.5072348086883924,Teak
0.6882078658665954,0.397378988464401,Teak
0.8679182945200221,0.4547398556338591,Sal
0.5217300466362131,0.34265348812091534,Sandalwood
0.6726021182251263,0.44375021930457115,Mahogany
0.6669715169909073,0.5771852367117482,Teak
0.7823854840582735,0.5670162609866678,Mahogany
0.8778911590413275,0.3171957167653986,Mahogany
0.3245858299002703,0.3664615348713979,Sandalwood
0.5634389273484588,0.3804197042327977,Sandalwood
0.23754413087432746,0.3732517916293401,Neem
0.759344327922866,0.5004453091307415,Mahogany
0.8633336495718252,0.519081785136218,Teak
0.5266237972689596,0.24606965879799825,Sandalwood
0.48587175918632564,0.25677656772050794,Sal
0.5391612766752545,0.31130769915600365,Sandalwood
0.7176357859086295,0.3999052068041562,Mahogany
0.4135491015253515,0.12188609333694755,Sal
0.7997810954240216,0.184585129537033,Sal
0.9000231233980112,0.3534213793027181,Teak
0.2556449978092723,0.30206050183479505,Neem
0.15298380082856267,0.2352355848019848,Neem
0.8627970775432285,0.21673980009077565,Mahogany
0.17844596522777212,0.312271786048796,Sal
0.6070940360887808,0.54669741271407,Teak
0.2568838476457148,0.6320154860204185,Mahogany
0.4043187681042921,0.42819961492561476,Sandalwood
0.6032194102133722,0.3372271327554204,Sandalwood
0.7726227274493825,0.2648954472367334,Mahogany
0.32337156211552076,0.22665640222698802,Teak
0.6171557833956468,0.4424099364806695,Neem
0.5329577865513353,0.3243337531153756,Sandalwood
0.3784764234858691,0.362944271845992,Sandalwood
0.7306505102392461,0.46520561228371815,Neem
0.5804750067166746,0.08876739410776846,Mahogany
0.7561633288952461,0.3475715242389821,Neem
0.38252628024400825,0.11982900201764635,Sal
0.8420332943764213,0.5209579772720422,Teak
0.8646861920335402,0.6084864126597913,Neem
0.7820280876703859,0.7087446977429764,Teak
0.34167450189692083,0.3809095255109872,Sandalwood
0.30552431065802355,0.3969815170742834,Sandalwood
0.7862759567570945,0.5745873823177666,Neem
0.8514249577450957,0.2085105143573358,Sal
0.39717877742921104,0.5397326187599428,Teak
0.7900304363070614,0.3046791390980408,Mahogany
0.4793544401378518,0.31372769119409605,Sal
0.8293324051412837,0.31753144787673704,Sal
0.3986630277723131,0.1463739921622491,Mahogany
0.5061075548467509,0.2325513583653801,Teak
0.432497878330132,0.3118161330852596,Teak
0.8761051925980425,0.27775262374926113,Sal
0.6408263146902062,0.2160381825095996,Teak
0.602553163842865,0.3647982191445295,Neem
0.5644410906788825,0.19178245559186058,Sandalwood
0.6194977514075877,0.2973550482368389,Neem
0.7826960407441492,0.2653874091881946,Sal
0.6921613416941319,0.06229179813006269,Neem
0.6331896260134641,0.22889460484661361,Sandalwood
0.6152194382310109,0.30625362078661167,Sandalwood
0.5270414639116516,0.4260833838903715,Sal
0.7920936337605432,0.4047984290851998,Neem
0.48785404392636245,0.1097361986775035,Neem
0.646090123462508,0.4993338349786183,Neem
0.7373570773877997,0.47601812936876653,Mahogany
0.8251321959287038,0.4954521034609818,Neem
0.6139335847600618,0.06665204056068996,Neem
0.7462072574818386,0.6590355342036808,Sal
0.35325140850206416,0.2965355812876552,Sal
0.7838426767676738,0.3548413602568904,Teak
0.7643726622217359,0.265046428325004,Teak
0.2554134846852195,0.26071329991991654,Teak
0.6439042535411307,0.5303021332491583,Teak
0.6164997268950835,0.1566384369738083,Teak
0.22461561184385193,0.3721670238375133,Sal
0.550091940458156,0.38865279862984703,Teak
0.7550419287462783,0.46053949727414,Neem
0.7481919059789975,0.5578132255110699,Sal
0.6561618376810715,0.17742876946970687,Teak
0.7531873359134028,0.26933129830202507,Neem
0.8177853298569451,0.2135113663106719,Sal
0.7434237860766093,0.611940505337331,Teak
0.5650219928590161,0.6888853020500907,Sal
0.4338005122547718,0.1608481739577462,Mahogany
0.8814507796750214,0.27790209724886783,Sal
0.7330712960296748,0.615985450260179,Sal
0.6878841098799151,0.3752599044426663,Teak
0.7457337827312321,0.2024805601652374,Teak
0.7586763901110049,0.6783788228551418,Neem
0.36830953050684834,0.44861063095454257,Sal
0.8861957804650745,0.5930443341867842,Mahogany
0.3876735947503942,0.40232712468655596,Sandalwood
0.48097288988612374,0.6423255259052274,Neem
0.7029434409786768,0.05280396046852809,Neem
0.4982556822634536,0.07705827913433116,Teak
0.6954156483280532,0.7459252088136745,Teak
0.5172690564416094,0.44019899795549056,Neem
0.2358575991436871,0.37142200187304575,Mahogany
0.5982252940637388,0.7356631142391898,Sal
0.7336158300423125,0.29944351049188667,Mahogany
0.421248053294072,0.6361773647082327,Neem
0.700251959444521,0.585810145971902,Teak
0.2730708099728124,0.5180787662388154,Mahogany
0.8527280198757112,0.22554132992573261,Mahogany
0.8419335667918086,0.18610141784627732,Mahogany
0.7060190076640246,0.6311706459567064,Teak
0.7279393069737652,0.49646115235529975,Mahogany
0.27571985309555225,0.2756123386789454,Sal
0.2495461998495061,0.271949726128631,Sal
0.8447894362860214,0.2681390200955134,Mahogany
0.41109560260070654,0.3473433262588427,Neem
0.4187933190741614,0.26015779096205116,Mahogany
0.191190701464789,0.3382631053323484,Sal
0.5612227882825249,0.5233909113743664,Mahogany
0.22740949586137893,0.40397787632654825,Sal
0.5435382173426461,0.08172534574677826,Teak
0.8469187280885598,0.42863054697047576,Mahogany
0.6690223373291083,0.4622955610006072,Neem
0.4972559303146882,0.3397774715618851,Sandalwood
0.756751505688635,0.5193858595039373,Neem
0.16161981128587144,0.2554933446556047,Mahogany
0.4978125080342902,0.10547369995663058,Neem
0.4516968192316827,0.3973813904853165,Neem
0.5775933658811575,0.6345824175503038,Sal
0.6426746576724236,0.19584081258691888,Teak
0.53302886724614,0.157954822835348,Sandalwood
0.7932613504382544,0.31676167706752667,Sal
0.8203775074489733,0.31316199481728235,Teak
0.615298025069802,0.08346408498938329,Neem
0.4853589831598871,0.12243389835894103,Teak
0.6346712732539415,0.165954895295785,Teak
0.8229584462214861,0.20975294768368136,Teak
0.7314964903403623,0.18741194409758222,Mahogany
0.6516679187064259,0.314060794992732,Sandalwood
0.5254349125456929,0.24433994078646615,Sandalwood
0.3479414115821666,0.45035097890541265,Neem
0.6511475848816741,0.6209285674784312,Teak
0.8437373264067243,0.2539748745720247,Mahogany
0.8557372589057863,0.2271795570235149,Neem
0.21552986879133185,0.36037781993034756,Mahogany
0.7884473432532987,0.6649849034759953,Teak
0.3897593874264921,0.3795029033747186,Sal
0.86456360952267,0.5466482201877885,Sal
0.6213444972535296,0.5591848068293265,Neem
0.8293946648588469,0.28152119841492995,Sal
0.44984220797255925,0.2184431828833071,Sandalwood
0.3012652607600004,0.5983574842977588,Sal
0.5988082963834914,0.06449127124916754,Neem
0.8313735143857098,0.5989785081772105,Mahogany
0.7375657490928268,0.5252397575201602,Mahogany
0.8789789002822673,0.5717723520483222,Mahogany
0.6944504561307088,0.08220706371178166,Teak
0.4433800143791877,0.607089578718754,Sal
0.6396055611776819,0.6764263623383923,Neem
0.4876670686212644,0.6522242595454725,Teak
0.27156876475103986,0.47289713281090484,Mahogany
0.5062660594952028,0.6341040313763313,Teak
0.469641774680709,0.4504653016578183,Teak
0.48204105811208253,0.19609771273839294,Sandalwood
0.4474681413224578,0.4742884204312605,Teak
0.5720486433693008,0.5126677259564164,Sal
0.8166821754507181,0.28456230176289754,Mahogany
0.2747315255195195,0.3945760755976464,Mahogany
0.6709430047425079,0.2581732541911692,Mahogany
0.6865899134926068,0.11448763806590512,Teak
0.8003548790234066,0.6626645130593555,Mahogany
0.7511780478084181,0.07100766453325547,Teak
0.41267532608339663,0.646096175005063,Teak
0.36191999083786497,0.5936607912085384,Teak
0.5021536099619869,0.138871326396517,Teak
0.7239730554660938,0.12055841640369025,Teak
0.6948823736759592,0.5324926994371466,Sal
0.486000493797603,0.5771998867345508,Teak
0.5902855429531597,0.2262791082142318,Sandalwood
0.4501233611819322,0.5792663538205268,Mahogany
0.43098522051329624,0.31886681832113883,Neem
0.5258125988733238,0.5116813865815117,Sandalwood
0.6457405100956123,0.04477845050466822,Mahogany
0.3458774607378574,0.15445974722332378,Mahogany
0.5172393817143319,0.3789102780588144,Sal
0.409628894895232,0.3112174950633936,Teak
0.847139489693785,0.5310853448852428,Neem
0.45400162119611487,0.688274235780237,Mahogany
0.4141502243282268,0.39543426799291437,Sandalwood
0.7562136139501768,0.4585230088818907,Teak
0.3703969862753065,0.37480356778179635,Sandalwood
0.8884036723086812,0.6029428764794615,Neem
0.5453811212183025,0.08820170378987069,Sal
0.3855119047369223,0.3403871042545057,Sandalwood
0.5322575311489761,0.16833695591913023,Neem
0.7090137242870318,0.1771709252718655,Mahogany
0.34244797883471334,0.27024769213078326,Neem
0.8306885105200769,0.5448276575451868,Mahogany
0.580467600993696,0.1391967013456955,Sal
0.7345779231214132,0.30048938560043237,Teak
0.5693773611822828,0.620660479824584,Mahogany
0.7308180287118088,0.14798414736583476,Mahogany
0.47554603748682667,0.5430245839576632,Neem
0.5991205850403252,0.35346074054678245,Neem
0.790509794274885,0.1248208139668483,Mahogany
0.6807558929604856,0.4667820772311879,Teak
0.5887315221313199,0.37532990791960186,Sandalwood
0.5224441454054645,0.5627116990223392,Sal
0.3865405068230279,0.5112754622007512,Neem
0.8539619669554221,0.4391498166337483,Mahogany
0.2984349123618767,0.2403823886994838,Sandalwood
0.7340297625893063,0.7625963946941753,Teak
0.6877220424305607,0.7227069576982285,Teak
0.5272261808398002,0.6325441099658279,Mahogany
0.278759872414553,0.21070496386720317,Mahogany
0.6329063306784342,0.06902954088784963,Mahogany
0.6585405156700549,0.7661159327955862,Neem
0.7000342727721044,0.10440412974808144,Sal
0.48762780966721087,0.07764933467160506,Neem
0.3061373408795932,0.5491303362771727,Teak
0.5225765993367452,0.2995656779538739,Mahogany
0.6668544210142678,0.21111247116613618,Teak
0.4764369863437916,0.22602899781599972,Teak
0.7596114286997965,0.1878428525377741,Sal
0.5030839507798364,0.44934974203964206,Sal
0.8214319916425933,0.5546573480350956,Neem
0.6826172212234024,0.24193168031552958,Neem
0.23465344177584935,0.30319405946104605,Neem
0.5525009674078891,0.5201698923107512,Mahogany
0.40144563091319363,0.15862414452637796,Teak
0.7409040561520714,0.3162701497293068,Sal
0.6751400611496681,0.11602268134816929,Sal
0.49381404045692867,0.38764880545564706,Sal
0.13911584889108752,0.2542313837486956,Sal
0.702540501534807,0.29805220863944315,Mahogany
0.4754066078500737,0.6343397397112043,Mahogany
0.43272913601970464,0.457699605159294,Sal
0.7304963609587902,0.6477131710629215,Neem
0.6778132003100442,0.6077521222527226,Teak
0.6821938806266105,0.4681541413010304,Mahogany
0.8902150026361744,0.28740959646557973,Sal
0.7820153349329673,0.5438057278662374,Sal
0.3790940486719362,0.3373455467690927,Teak
0.49286458444744663,0.4042897472548691,Mahogany
0.7623090320219387,0.4549188895075871,Neem
0.7729214818761151,0.521296047654139,Teak
0.8571295598562823,0.575355403251556,Teak
0.7731418739186715,0.5179605277125789,Neem
0.6418599588553554,0.5706496238809349,Neem
0.2998005275652359,0.6464587416379305,Sal
0.6061465649334797,0.291144247785179,Teak
0.3980052929545028,0.3029157288331926,Sal
0.603291805714943,0.47340088149491255,Neem
0.7813218557473051,0.5782983994203607,Sal
0.7249811699240525,0.538813009039619,Sal
0.7077213502675275,0.06220322616470275,Mahogany
0.4156421866859057,0.3019167000775018,Teak
0.6796203327351078,0.07623921797356448,Teak
0.5468596409751262,0.18030793542277812,Sandalwood
0.25954178317609033,0.43699588566562086,Sal
0.3099999371717893,0.23203982890110597,Neem
0.6666004790466192,0.1626997438085659,Neem
0.7844208580034177,0.3769855419262801,Neem
0.22207587069332058,0.3216699896595486,Teak
0.25382107815669486,0.245807439306153,Sandalwood
0.4946751895912833,0.5127202478126281,Sandalwood
0.37172406640234323,0.39245818622948003,Sandalwood
0.2755479392194834,0.6220395623709938,Mahogany
0.35857846152487316,0.6566310737078761,Teak
0.7191598969445689,0.5633246420330467,Mahogany
0.28249606597285226,0.3530503916003024,Neem
0.544505769049228,0.2044608860547118,Mahogany
0.18613589775334793,0.33156469906719377,Sal
0.364354238428232,0.29524180248964216,Sal
0.5069204379618346,0.40941207181701833,Neem
0.7267492241681967,0.7739062217706651,Neem
0.6546506868659545,0.15159507480009937,Mahogany
0.3918239632835,0.5467005205567683,Teak
0.30419871963628087,0.30394251225502733,Sandalwood
0.19111870949600263,0.31008453834275507,Sal
0.6630471918034224,0.7418963269587151,Mahogany
0.7590689392583757,0.6096310116569019,Teak
0.816779466505636,0.18161396775660266,Teak
0.405751168615061,0.2204884346891064,Mahogany
0.6610142542473203,0.07845581631712395,Sal
0.2690196467983105,0.517596301315522,Mahogany
0.26532613755546697,0.6015538792998241,Neem
0.6321594991864574,0.12994137226794122,Mahogany
0.5088905555910559,0.36928077021554107,Mahogany
0.448813645746606,0.1590250037402613,Neem
0.7143266357349976,0.4617161438131191,Mahogany
0.8504716147608377,0.34460408444755963,Teak
0.807070903866703,0.19524060295649204,Mahogany
0.7647191414762792,0.6710552838599144,Mahogany
0.3805177098698945,0.163035336931591,Neem
0.5342905518936758,0.5407345671331042,Mahogany
0.8000034817636814,0.5527070757185453,Neem
0.8087899845635385,0.6771524124576737,Neem
0.250467898792499,0.6248740996069989,Sal
0.6279933826040981,0.24751007314041196,Mahogany
0.2876327290436782,0.3067765995221412,Mahogany
0.6212924490496101,0.3340499656687692,Sal
0.6055047666158765,0.24713155466139192,Sandalwood
0.285758324592706,0.43276687959926263,Neem
0.677540945503534,0.07211109292943518,Teak
0.6417343972985582,0.6714791486672069,Sal
0.7852688115160151,0.6011026956243283,Neem
0.27785277608971226,0.2763191084658536,Sal
0.630700471158785,0.5496062685307567,Teak
0.6236487782902661,0.6485048201186882,Teak
0.6416319088273545,0.7037923109905077,Teak
0.7066298698787096,0.6100074170794857,Mahogany
0.5257562195591349,0.24952436683824863,Sandalwood
0.5875858711094019,0.7011395944174736,Mahogany
0.6172490208487257,0.7394082298313118,Teak
0.25871164215544096,0.4344033190066098,Mahogany
0.6706755253823256,0.700867635861432,Mahogany
0.21440648299316456,0.2708063280369726,Neem
0.9111682851800791,0.3548608307461478,Teak
0.7327334747861651,0.6067317247174364,Sal
0.5948032146777896,0.37220039182521925,Sal
0.8849643081805878,0.3832842396422014,Neem
0.5214490241668801,0.06845871933357806,Teak
0.4274956503567592,0.20621740508413988,Neem
0.5383319432557134,0.2688535143821935,Sandalwood
0.7873870267523329,0.45434542306765513,Mahogany
0.8336431341439584,0.49943176986683535,Teak
0.2923831104121931,0.4439194545063778,Teak
0.30104607783431303,0.5026312426301305,Mahogany
0.2100293495162816,0.28103808138102826,Sal
0.40967105337599263,0.655173714524338,Mahogany
0.4433065095171753,0.5533801878657476,Teak
0.35442494879305486,0.5056341534219588,Sandalwood
0.23178359028935003,0.3186089627636072,Mahogany
0.3927307432714162,0.5533711897497718,Sandalwood
0.34889007504182357,0.5215993960113582,Sandalwood
0.43921060124971734,0.6105467550154245,Mahogany
0.4591892337325618,0.4110936088804398,Sal
0.38480361722110323,0.48937644897067023,Teak
0.7187396178535302,0.7324010490583791,Teak
0.2967866820198506,0.5413696101572687,Teak
0.6077526830956526,0.24535231416621106,Neem
0.39103286912739865,0.23420337092633414,Sal
0.749390452801159,0.5719122038506007,Sal
0.5568784431720959,0.4157751035233219,Sandalwood
0.5409050038380808,0.6964298070361072,Sal
0.753594630745753,0.20366713777268486,Teak
0.6314189212183764,0.5325040664159818,Mahogany
0.69662727121739,0.49570375023189106,Mahogany
0.33720657556575206,0.14284196481433187,Teak
0.5122847572434851,0.11428576999797946,Teak
0.5078050639587791,0.419271661166022,Mahogany
0.6732464393545315,0.4081190568259231,Mahogany
0.6284264566145871,0.6886316293078756,Neem
0.6972754190538569,0.752638294071836,Mahogany
0.48509465997954015,0.33362839583686565,Teak
0.5315773967749932,0.5105617954093381,Sal
